Lat,Lon,Title,Alert ID,Publication date,Reporting date,State,District,News,Animal,Cases,Deaths,Week,Year,Title1,News Source,Link,Publication Language,
32.4288215,75.5628646,Kathua Jammu & Kashmir,4304,14-09-2017,15-09-2017,Jammu & Kashmir,Kathua,"A number of students of a Government run school in Kathua fell ill after a lizard was found in the meal. The incident took place at State government run Middle School located in Kalibari area of district Kathua. The dead lizard was spotted by a girl student while the food was being served to him. By that time a number of other children have already consumed the food as per the quote of students. Meanwhile, school head immediately called off the classes and advised students to go their home. Soon after the parents came to know about the incident the blocked NH near Kalibari and demanded immediate action against the school staff. Parents after some time rushed towards DH Kathua. Students are now out of danger. said a doctor while giving treatment to admitted students. On the other hand CEO Kathua initiated an enquiry into the matter. He said that both the cooks working in Middle school stand terminated from services. Moreover, Incharge Mid-Day Meal and Incharge Head Mistress of the school wereded for carelessness into the matter. The salary of the whole staff of the school has been withheld till further enquiry.",Lizard,,0,37,2017,Kathua Jammu & Kashmir,jknewpoint.com,http://jknewspoint.com/lizard-found-in-mid-day-meal-in-kathua-many-children-fall-ill/,English ,
25.4887735,74.6996128,Bhilwara Rajasthan,5458,14-08-2019,16-08-2019,Rajasthan,Bhilwara,"Forty-six children of a primary government school fell ill in Jhabkariya village of Bhilwara after consuming mid-day meal on Tuesday. The meal was served to 80 children but within an hour more than half of the students started vomiting and complained of diarrhoea. The students were given milk in the morning and kadhi-chawal at 10am. The children were referred to the government hospital at Gangapur, and after over two hours of treatment were sent home. An inquiry has been set up into the matter. Taking stern action against the admitted carelessness in preparation of the meal, the headmaster and the teacher who served the meal have also been suspended till the inquiry is concluded. We have taken samples of th",,46,0,33,2019,Bhilwara Rajasthan,Times of India,https://timesofindia.indiatimes.com/city/jaipur/46-school-kids-in-bhilwara-fall-sick-after-mid-day-meal/articleshowprint/70666911.cms,English ,
14.5203896,75.7223521,Karnataka,5067,13-12-2018,14-12-2018,Karnataka,Ballari,"On an unfortunate day in Hampi Nagar at Ballari district, the boy found a dead lizard in the food served under mid-day meal programme. Almost 90 students from Gaddikeri government high school were admitted to a government hospital after consuming the food, reported As students sat to eat the meal served in school on December 12, they didn t imagine that they would land up unwell in hospital. The Times of India reported that students were being served pulav, which was cooked on the school campus for lunch. A boy found the lizard and sprung up in shock and the entire room went into a frenzy. After the food was distributed to children, nearly 87 students threw up complaining of stomach ache and vomiting. Student found dead lizard on his plate The class 10 student, Nadipur Shahshidar, found a dead lizard on his plate and immediately brought it to the notice of his classmates. By then, most of the students had eaten the food. The school authorities immediately admitted them to a",Lizard,90,0,50,2018,Karnataka,thelogicalindian.com,https://thelogicalindian.com/news/midday-meal-dead-lizard/,English ,
15.6044413,74.0017241,North Goa Goa,4973,13-10-2018,15-10-2018,Goa,North Goa,"Forty-three students from two different Mapusa-based schools took ill after consuming the midday meals provided to them by two different self-help groups. All the students were discharged following treatment at the North Goa District Hospital at Peddem. Officials of food and drugs administration (FDA) have taken samples of the eatables supplied to the students. Sources said that at one school where 36 students had taken ill, the midday meal was provided to the students from Class I to Class VIII during the recess timings and the students started complaining of uneasiness complaining of stomachache and vomiting. The students who fell ill had consumed Usal Pao supplied by a Colvale-based self-help group. The school management informed the ADEI north education zonal office at Mapusa and also informed parents of students about the incident. The affected students were referred to the North Goa District Hospital at Peddem for treatment, kept under observation and later discharged at aboud the mid-meal arrived at 10.15am which was first tasted by the teacher who did not complain of any uneasiness",,43,0,41,2018,North Goa Goa,Times of India,https://timesofindia.indiatimes.com/city/goa/43-mapusa-students-fall-ill-after-eating-midday-meal/articleshow/66188672.cms,English ,
23.75,79.583333,Damoh Madhya Pradesh,4732,13-07-2018,16-07-2018,Madhya Pradesh,Damoh,"As many as 50 children fell ill after their mid-day meal at a government school in Damoh, Madhya Pradesh. The children were taken to the hospital and food samples were taken for testing, reported ANI. The incident comes a day after 30 girls fell ill in a Delhi school after their mid-day meal. Reports said there was a lizard in their meal. In Delhi, Deputy Chief Minister Manish Sisodia had conducted surprise check in two kitchens after a lizard was found in the mid-day meal at another school last weekend. He warned the workers of strict action if any irregularities were found in future. In that incident, reported last Saturday, two girls had taken ill after having mid-day meal at a Delhi government school in East of Kailash in which a dead lizard was found. I have decided to conduct regular inspections of kitchens from now on, Sisodia, who is also Delhi s Education Minister, told reporters during the inspection. He said, The work of preparing meals for children should be carrwith a sense of service. All irregularities, like not wearing gloves and not covering shoes, should be taken care of. Sisodia spotted lizard and cobwebs on walls of one of the kitchens. This is how accidents happen. No lizard or cobwe",Lizard,50,0,28,2018,Damoh Madhya Pradesh,India.com,http://www.india.com/news/madhya-pradesh-50-kids-take-ill-after-mid-day-meal-in-damoh-food-sample-sent-for-testing-3163737/,English/English ,
22.8092139,86.2091549,East Singhbhum Jharkhand,4556,13-03-2018,14-03-2018,Jharkhand,East Singhbhum,"Altogether 17 students of a government-run middle school in the Steel City fell ill after a lizard was found in the mid-day meal (MDM) on Monday. The students of Arya Vedik Madhya Vidyalaya in Kasidih in Sakchi started feeling uneasy and complained of stomach pain after eating the food served to them and had to be rushed to the MGM hospital.Out of the 17 students who were taken to hospital, 11 were discharged following primary medical treatment while the remaining six were admitted to the hospital's paediatric ward.Principal of the school A K Singh said, ",Lizard,17,0,11,2018,East Singhbhum Jharkhand,Times of India,https://timesofindia.indiatimes.com/city/jamshedpur/lizard-found-in-mid-day-meal-17-kids-fall-ill-after-consuming-food/articleshow/63281027.cms,English ,
21.0633288,86.5053731,Bhadrak Odisha,5060,12-12-2018,12-12-2018,Odisha,Bhadrak,"At least ten students of Rajpur Tihidi Primary school were taken ill after consuming toxic fruits inside their school premises here on Tuesday. According to sources, after taking their mid-day meal, some students of the school had consumed fruits from a tree inside the school premises in the afternoon yesterday. Later the students complained of uneasiness and showed symptoms like nausea and vomiting following the school authorities immediately rushed them to Bhadrak District headquarters hospital.It is suspected that the students fell ill because of food poisoning. After treatment, the condition of the students is stated to be stable now, said sources.Meanwhile, the headmistress of the school also reached the hospital and enquired about the health of the students. The students were playing in the playground after the school hours and consumed the fruits there. Later they complained of headache and developed symptoms like nausea and vomiting so we had admitted them to the hospital, headmistrehool Mahamaya Singh said.Earlier on December 10 more than forty children were taken ill after consuming leftover food from a feast arranged at Parbatipurvillage in Athagarh block of Cuttack district.",,10,0,50,2018,Bhadrak Odisha,Odisha TV,https://odishatv.in/odisha/ten-students-taken-ill-after-consuming-poisonous-fruits-in-bhadrak-339140,English ,
28.6517178,77.2219388,Delhi,4721,12-07-2018,12-07-2018,Delhi,Delhi,"Around 30 students of a government school in outer Delhi s Narela fell ill after a dead lizard was spotted in their midday meal on Wednesday. They are said to be stable and out of danger now. Most of them were even discharged after treatment. The police said that they received a call on Wednesday morning regarding the children who were complaining of stomach pain. Case against supplier The children were rushed to Raja Harish Chandra Hospital. A case under Sections 336 [act endangering life or personal safety of others] and 337 [causing hurt by act endangering life or personal safety of others] has been registered against the supplier, a po",Lizard,30,0,28,2018,Delhi,The Hindu ,"English Newspaper  12th July, 2018/Page No. 21",English ,
28.4031478,77.3105561,Faridabad Haryana,4039,12-05-2017,16-05-2017,Haryana,Faridabad,"At a mid-day meal at a Haryana school had an unusual flavor on Thursday when a baby snake was served in a meal to students at Rajkeeya Girls Senior Secondary School in Faridabad district. he snake was found in the meal which is supplied by the ISKCON Foundation to the 371 schools in the district. As the girls of Class VII were about to start eating, one of them found the dead reptile in her food and raised an alarm. he students alleged that there was a stale smell emanating from the food. School authorities immediately contacted the district administration, which issued orders to discontinue mid-day meals in all schools in the district. sample was sent to a laboratory in Chandigarh for testing. An official said a committee has been formed under a tehsildar, and it will probe the incident and submit its report at the earliest.",Snake,,0,19,2017,Faridabad Haryana,newsindianexpress.com,http://www.newindianexpress.com/nation/2017/may/12/baby-snake-found-in-haryana-schools-mid-day-meal-1604017.html,English ,
14.6794,77.59877,"Kurnool, Anantapur Andhra Pradesh",6591,12-03-2022,14-03-2022,Anantapur,Kurnool,"As many as 78 students of two government schools -- one in Anantapur and another in Kurnool fell ill after reportedly consuming contaminated food served as part of the mid-day meal. Headmaster of the school in Anantapur has been suspended and an inquiry has been ordered into the food poisoning incident in Kurnool. In Kurnool district, 42 students of a government elementary school in Viswanagar Colony in Nandyal town fell ill after having lunch served as part of the mid-day meal. peaking to TNIE, District Education Officer V Ranga Reddy said: 81 students including both girls and boys had lunch during midday meals. Of them, 19 students started to vomit and later some others also fell ill and complained of nausea. 42 students were immediately shifted to the Nandyal Government Hospital. he DEO said five students were kept under observation while the remaining children are normal. Education Minister Audimulapu Suresh spoke to district officials and inquired about the incident. He orReddy to provide better and speedy medication to all the students, especially those who are under observation.",,78,0,11,2022,"Kurnool, Anantapur Andhra Pradesh",The New Indian Express,https://www.newindianexpress.com/states/andhra-pradesh/2022/mar/12/78-students-oftwo-schools-fall-sick-after-mid-day-meal-2429157.html,English ,
12.5238888,76.8961961,Mandya Karnataka,5187,12-03-2019,12-03-2019,Karnataka,Mandya,"Six girls of Kittur Rani Chennamma Residential School at H.K. Veerannagowda Nagara in Maddur, were admitted to hospital late on Sunday with symptoms of suspected food poisoning.Chicken curry and rice were served to the girls for dinner. As many as 30 girls, after consuming the meals, developed vomiting and nausea. While 24 were treated as out-patients, six were admitted at the government hospital at Maddur, sources in the Department of Social Welfare said.There are 243 higher primary and high school girls studying at the school. According to hospital sources, the girls were recovering. B. Malathi, Deputy Director, Social Welfare Department, was not available for comment.Raghunandan, Deputy Director of Public Instruction, said he was not aware of the incident. I will go to the school and the hospital, meet the girls and initiate suitable measures, the o",,30,0,11,2019,Mandya Karnataka,The Hindu,https://www.thehindu.com/news/national/karnataka/30-students-fall-ill-food-poisoning-suspected/article26503780.ece,English ,
17.8495919,79.1151663,Telangana,5191,12-03-2019,13-03-2019,Telangana,Telangana,More than 30 students of Telangana Minorities Residential Girls School fell ill allegedly after having breakfast provided by the school on Thursday. The students were shifted to Asra hospital for treatment where their condition is said to be stable. A few among them have also been discharged. ,,30,0,11,2019,Telangana,NDTV,https://www.ndtv.com/telangana-news/30-students-fall-ill-after-having-breakfast-in-telangana-school-2007695,English ,
15.2485413,76.8323648,Ballari Karnataka,3573,11-08-2016,12-08-2016,Karnataka,Ballari,"As many as 68 children of a government school in Ballari district of Karnataka fell sick after consuming food cooked under the mid-day meal scheme on Wednesday. The children are undergoing treatment at various government hospitals in the district. EAD LIZARD FOUND IN MEAL n Wednesday, when lunch was served to students of the Government Higher Primary School in Kysankere village in Kudligi taluk (Ballari district), a dead lizard was found in one of the dishes. Immediately, the staff instructed the students to abandon the food. By then, nearly 70 students complained of uneasiness, stomach ache and nausea. ROBE ORDERED he staff rushed the students to nearby hospitals and a few of them were discharged the same evening. A few students are still under observation for food poisoning. The government has ordered a probe into the incident.",Lizard,68,0,33,2016,Ballari Karnataka,India Today,http://indiatoday.intoday.in/story/dead-lizard-found-mid-day-meal-karnataka-kids-ill/1/737770.html,English ,
25.7744929,85.8662681,Samastipur Bihar,4031,11-05-2017,12-05-2017,Bihar,Samastipur,"At least 85 children fell ill on Wednesday after eating midday meal in a government school in Samastipur district of Bihar, officials said. Soon after the children consumed their meal at a primary school in Akbarpur Pitaurdiya village, they complained of uneasiness, which led to vomiting and some students falling unconscious, a district official said. All the children were admitted to Sadar Hospital and later discharged, the officials said. The District Education Officer Brajesh Kumar Ojha has asked the Block Education Officer to probe into the incident and submit a report soon. The samples of the meal have been collected by police for forensic examina",,85,0,19,2017,Samastipur Bihar,Free Press Journal,http://www.freepressjournal.in/india/85-children-fall-ill-after-eating-midday-meal-in-bihar/1066089,English ,
11.9346006,76.9328209,Chamarajanagar Karnataka,6520,11-01-2022,11-01-2022,SSU Kar,Chamarajanagar,"As many as 70 students of government-run higher primary school in Vadakehalla village of Hanur taluk of Chamarajanagar district fell sick on Monday after consuming mid-day meals. According to the authorities, a dead lizard was found in sambar served to the students. There are 170 students in the school. Of them, 90 students attended the classes on Monday. Nearly 70 students started vomiting after consuming the mid-day meal on Monday afternoon. Immediately, the teachers and headmaster Kolandairaj rushed the students to the nearest Kowdalli Primary Health Centre. As a precautionary measure, children were rushed to the nearest primary health centre. Now they have been discharged. They were sent home after providing necessary treatment, Hanur taluk block education officer C S Sw",Lizard,70,0,3,2022,Chamarajanagar Karnataka,Times of India,https://timesofindia.indiatimes.com/city/mysuru/70-kids-fall-ill-after-eating-mid-day-meal/articleshowprint/88820803.cms,English ,
23.41147,87.8449944,Bardhaman West Bengal,5103,11-01-2019,11-01-2019,West Bengal,Bardhaman,"As many as 60 students have fallen ill over the last two days, allegedly after consuming the mid-day meal at a school in Kalna area of East Burdwan on Tuesday. Police sources said students from Classes I to IV returned home after consuming the meal. Many complained of vomiting and stomach ache in the school on Wednesday. They were admitted to Kalna hospital. By Thursday, around 60 students were hospitalised. So far, 60 students have come to the hospital for treatment. No one is serious. Some have been discharged, said Dr Krishna Chandra Borai. State minister Swapan Debnath rushed to the hospital to take stock of the situation, said sources. A similar incident was reported in the same district in December 2018, when a total of 50 students had fallen ill across two government schools. It had been alleged that a dead lizard was found",lizard,60,0,2,2019,Bardhaman West Bengal,The Indian Express,https://indianexpress.com/article/cities/kolkata/west-bengal-60-students-fall-ill-after-consuming-mid-day-meal-in-east-burdwan-school/,English ,
27.5201658,95.5306347,Tinsukia Assam,5621,10-11-2019,11-11-2019,Assam,Tinsukia,"In Assam, at-least forty one students fell ill after consuming a mid-day meal at Baruahola High School in Tinsukia district. According to sources, the meal was prepared by an NGO which have been blacklisted by the New Delhi government. After the incident occurred the students were rushed to Tinsukia Civil Hospital. It is to be mention that the NGO named Ghanashyam Seva Samiti, has been blacklisted by the New Delhi government after delivering meals containing worms. Meanwhile, protests are erupting in different parts of the state by body of cooks and helpers after the government handed out the Midday Meal Scheme to NGOs.",,41,0,46,2019,Tinsukia Assam,thenortheasttoday.com,https://thenortheasttoday.com/41-students-fall-sick-after-consuming-mid-day-meal-in-assam/,English ,
28.116667,78.983333,Badaun Uttar Pradesh,3567,10-08-2016,11-08-2016,Uttar Pradesh,Badaun,"At least 28 students were taken ill today after consuming milk under mid-day meal programme at a primary school in Svaroop Pur village in Bisauli area here, police said. Their condition is stable, they said. The incident took place when the milk was distributed to children. After consuming it, they started vomiting and complained of stomach ache. They were immediately admitted to a nearby hospital, Sub Divisional Magistrate Ram Du",,28,0,33,2016,Badaun Uttar Pradesh,careerbyte.com,http://careerbyte.co/up-28-students-fall-ill-after-having-milk-under-mid-day-meal-scheme/,English ,
20.1160666,85.1119564,Nayagarh Odisha,3284,10-02-2016,11-02-2016,Odisha,Nayagarh,"At least eight students of Nayagarh Government Girls High School today fell ill after partaking mid ay meals in Odisha s Nayagarh district, reports said. hey have been admitted to the Nayagarh district headquarters hospital. Condition of six of them is critical, reports added. eportedly, the students complained of giddiness and stomach pain after they consumed curry prepared of soya chunks served in mid-day meal at the school. ome students have alleged of seeing insects in the soya chunks used in the curry. otably, about 100 students of Kendupali Government Upgraded School in Sonepur district had fallen ill after taking curry made of soya chunks served in their mid-day meals. he students were admitted to Birmaharajpur PHC leading to tension",,8,0,7,2016,Nayagarh Odisha,Odisha Sun Times,http://odishasuntimes.com/2016/02/10/eight-school-students-fall-ill-after-taking-mid-day-meal-in-odisha/,English ,
20.4686,85.8792,Cuttack Odisha,5696,10-01-2020,10-01-2020,Odisha,Cuttack,"More than 20 students of a government school were hospitalised here in Odisha as they complained of stomach ache, headache and vomiting after having midday meal on Thursday. The incident took place at Government Primary School in Sandhapur under Barang police limits in Cuttack. Soon after having their midday meal, the children complained of stomach ache, headache and started vomiting. The school s teachers, with help of local residents, rushed them to Sardar Vallabhbhai Patel Post Graduate Institute of Paediatrics (Sishubhawan) here. Some victims found spider in the food items which might have caused such an unwarranted situation, sources said. All the students were out of danger, when the last reports came in. Barabati-Cuttack MLA Mohammad Moquim visited the hospital and met the students and enquired their health cond",,20,0,2,2020,Cuttack Odisha,Kalinga TV,https://kalingatv.com/state/over-20-students-fall-ill-after-having-midday-meal-in-cuttack/,English ,
21.0633288,86.5053731,Bhadrak Odisha,5444,09-08-2019,13-08-2019,Odisha,Bhadrak,"Nineteen students of the Chari Taraph UGME School of Rajnagar panchayat under Tihidi block in this district fell ill Friday after eating their mid-day meal. The food had allegedly been contaminated by a dead rat. They are undergoing treatment at the district headquarters hospital (DHH) here and their condition is stable. According to the children, the body of the dead rat was found in the food prepared. However, before that the children had finished their meal. Soon many started vomiting and complaining of headaches. The students were rushed to the hospital by teacher Dharmendra Pradhan. On being informed, sub- collector Pitambar Samal and ADM Kartiknath Mandal visited the hospital and inquired about the health conditions of the students.",Rat,1,0,32,2019,Bhadrak Odisha,Orissa Post,https://www.orissapost.com/bhadrak-students-fall-sick-after-consuming-food-contaminated-by-dead-rat/,English ,
17.83333,79.08333,2022,6588,09-03-2022,11-03-2022,Telangana,Adilabad,"Many school children from Government Primary School in Pedda Munagalched village of Addakal mandal fell sick after having midday-meal on Wednesday. ccording to villagers, the children soon after consuming the midday-meal complained of stomach ache and many even started vomiting. The villagers complained that the food prepared in unhygienic conditions was served to the school children which led to the food poisoning. he school authorities and villagers rushed the students to the local hospital for treatment. More than 10 students were admitted in the primary health centre  however, those students who were in severe condition were shifted to Mahabbnagar district hospital for treatment.",,10,0,11,2022,Mahabbnagar Telangana,The Hans India,https://www.thehansindia.com/telangana/mahbubnagar-schoolchildren-fall-sick-after-midday-meal-732648?infinitescroll=1,English ,
25.75,81.75,Pratapgarh Uttar Pradesh,4554,09-03-2018,12-03-2018,Uttar Pradesh,Pratapgarh,"Seventy-two children of a school in Pathatai Kalan village panchayat of Pratapgrah's Gaura block fell ill allegedly after consuming milk served in the midday meal in the school on Wednesday. After being treated at the community health center and district hospital, two of the children were referred to Children Hospital, Allahabad where their condition was reported to be stable. According to reports, soon after consuming the milk served in the midday meal, several students of Fatanpur government primary school started vomiting. Around 75 students were subsequently admitted to the local CHCs and the district hospital. By late evening, around 38 of these children were shifted to the emergency ward of the hospital. Two of them were later referred to Allahabad where their condition has improved. DM Pratapgarh Shambhu Kumar has sent samples of the milk served in the mid-day meal for testing and has instructed the BSA to take necessary action",,75,0,10,2018,Pratapgarh Uttar Pradesh,Times of India,https://timesofindia.indiatimes.com/city/allahabad/75-students-fall-ill-after-consuming-milk-at-school/articleshow/63231104.cms,English ,
26.8048658,76.4437457,Dausa Rajasthan,6634,08-04-2022,08-04-2022,Rajasthan,Dausa,"Twenty-two children were admitted to a community healthcare centre in Rajasthan's Dausa district on Thursday following complaints of vomiting and stomachache after a mid-day meal at a government school, a health official said. About 70 children had consumed khichdi after which 22 of them were admitted to a CHC on complaints of abdominal pain and vomiting, Dr Ramji Lal at Nangal CHC said. He said after treatment, the children were discharged. PTI",,22,0,15,2022,Dausa Rajasthan,Times of India,https://timesofindia.indiatimes.com/city/jaipur/22-dausa-kids-fall-ill-after-midday-meal/articleshowprint/90716139.cms,English ,
20.9727404,80.6915555,Rajnandgaon Chhattisgarh,3252,08-01-2016,11-01-2016,Chhattisgarh,Rajnandgaon,"At least 45 students of a primary school in Rajnandgaon district fell ill on Thursday allegedly after consuming mid-day meal, authorities have said.The students complained of vomiting and nausea after consuming the meal at their school at Kandrapara in Dongargarh town, a district administration official said. hen teachers noticed the deteriorating condition of children, they immediately admitted them to Dongargarh government hospital, he said. After treatment, about 30 of them were discharged while 15 were still under observation, the official said. However, the condition of all the children was said to be normal,",,45,0,2,2016,Rajnandgaon Chhattisgarh,SS Live News,http://sslivenews.com/45-students-taken-ill-after-consuming-mid-day-meal-in-chhattisgarh/,English ,
26.4609135,80.3217588,Kanpur Uttar Pradesh,6460,07-12-2021,07-12-2021,Uttar Pradesh,Kanpur,"As many as 47 students (boys and girls) of a primary school in Sarsi village of Bhitargaon Development Block under Ghatampur police station fell sick after eating the mid-day meal served to them on Monday morning. hile some students started vomiting soon after eating the mid-day meal, some others complained of dizziness. Many children started weeping due to pain in their stomach. eeing the serious condition of the children, the school s headmistress informed the incharge of the community health centre at Bhitargaon. fter check-up by a team of doctors, eight children were sent to the community health centre for treatment in view of their serious condition. ccording to reports, aaloo-soya and rotis were prepared to be served to students as mid-day meals at integrated higher primary school at Sarsi village. Accordin",,47,0,50,2021,Kanpur Uttar Pradesh,dailypioneer.com,https://www.dailypioneer.com/2021/india/47-school-children-fall-ill-after-eating-mid-day-meal-in-up.html,English ,
18.316551,78.0539381,Kamareddy Telangana,6406,07-11-2021,08-11-2021,Telangana,Kamareddy,"Fourteen students of the Mandal Parishad Primary School in Damarancha village of Birkur mandal fell ill after their midday meal on Saturday. Kamareddy DEO K Raju stated that the students had been shifted to the Government Hospital, Banswada and their condition was stable. The school has a total number of 153 students. Of them, 101 students and teachers had the midday meal. After some time, the students began vomiting. The Damarancha village sarpanch s son is also among those who have been admitted to hospital. DEO Raju said an inquiry would be conducted into the incident. He stated that the midday meal agency would be changed. This is the third incident in recent days of students falling ill after midday meals. The earlier incidents took place in Ibrahimpatnam and Birkur villages. Meanwhile TRS and Congress leaders visited the students at hospital. Congress leaders hit out at the TRS government for its negligent attitude towards stu",,14,0,46,2021,Kamareddy Telangana,The New Indian Express,https://www.newindianexpress.com/states/telangana/2021/nov/07/telangana-14-students-fall-sick-after-midday-mealthird-incident-in-recent-days-2380450.html,English ,
14.2266443,76.4005122,Chitradurga Karnataka,5610,07-11-2019,07-11-2019,Karnataka,Chitradurga,"About 20 students fell ill after consuming mid-day meal in a State-run school in Karnataka s Chitradurga district, an official said on Wedne",,20,0,45,2019,Chitradurga Karnataka,The Pioneer ,"English Newspaper 07th November, 2019/Page No. 07",English,
20.75,85.5,Dhenkanal Odisha,4342,07-10-2017,09-10-2017,Odisha,Dhenkanal,"At least 21 students of Kodibhanga UGME School under Hindol block here fell sick after consuming lizard infected Mid-day Meal (MDM) in the school on Saturday. The incident took place this afternoon soon after a group of students completed their lunch served at the school under the MDM programme. Around 21 students reported symptoms like nausea, head-reeling and vomiting. The affected students were rushed to the Hindol Sub Divisional Hospital by the school authorities immediately where doctors found them suffering from food poisoning. Doctors treating the students at the hospital claimed that the students seem to have been taken ill after eating lizard infected food. The school authorities have ordered a test of the MDM lunch to find out the caus",Lizard,21,0,40,2017,Dhenkanal Odisha,Kalinga TV,http://kalingatv.com/districtnews/21-students-sick-consuming-lizard-infected-mid-day-meal/,English ,
25.286698,87.1322536,Bhagalpur Bihar,4877,07-09-2018,10-09-2018,Bihar,Bhagalpur,"Twenty-four children fell ill on Friday at a primary school near here after consuming mid-day meal, officials said. At the Fareedpur primary school in Kharik block falling under Navagachia railway district here, the children were served a meal of rice, pulses and a green vegetable shortly after which they began to complain of vomiting, diaorrhea and palpitation, Block Development Officer Sudhir Kumar said. He said the children were taken to a local health care centre from where 18 were referred to Jawahar Medical College and Hospital in Bhagalpur as their condition had grown critical. The hospital s superintendent R C Mandal said it was a case of food poisoning and all the 18 children were out of danger but they would kept under observation over night. Meanwhile, an inquiry has been ordered into the incident, the BDO",,24,0,36,2018,Bhagalpur Bihar,Hindustan Times,https://www.hindustantimes.com/india-news/24-children-fall-ill-in-bihar-upon-consuming-mid-day-meal-at-school/story-mm7iiqgmpimquZIQ7EwXdI.html,English ,
20.5004008,86.4317062,Kendrapara Odisha,5761,07-02-2020,09-02-2020,Odisha,Kendrapara,"At least 90 students of Sidheswar Upper Primary School at Ghadiamala village under Rajnagar block were taken ill after eating mid-day meal served to them on Thursday. After having noon meal in the school, some of the students reported nausea and started vomiting while others reported stomach pain. The students, who included 30 girls, were rushed to Rajnagar Community Health Centre (CHC). School headmaster Manmath Khatua said, As many as 167 students were present in the school. We first served mid-day meal to 90 students. However, after taking food, some students started vomiting. We admitted all the 90 students in the hospital. Doctors told us that the students are suffering from convulsion disorder. Medical officer of Rajnagar CHC Dr Rasmiranjan Mohanty said the condition of students is",,90,0,6,2020,Kendrapara Odisha,The New Indian Express,https://www.newindianexpress.com/states/odisha/2020/feb/07/90-odisha-schoolkids-fall-ill-after-taking-mid-day--meal-2100044.html,English ,
21.1498134,79.0820556,Nagpur Maharashtra,5763,07-02-2020,09-02-2020,Maharashtra,Nagpur,"Around 30 students fell ill on Friday after consuming mid-day meal at Hudkeshwar based Aashatai Mule School. According to sources, the students had 'Khichdi'- mid-day meal following which they had complained of abdominal pain. All were rushed to Government Medical Hospital and College (GMCH). School director Mahendra Mude blamed the women's self-help group that provides mid-day meal to students. ",,30,0,6,2020,Nagpur Maharashtra,m.dailyhunt.in,https://m.dailyhunt.in/news/india/english/nagpur+today+english-epaper-nagpure/30+kids+fall+ill+after+taking+mid+day+meal+at+school+in+nagpur-newsid-164196286,English ,
16.2139915,81.0257281,Krishna Andhra Pradesh,3829,07-01-2017,09-01-2017,Andhra Pradesh,Krishna,"In a suspected case of food poisoning, as many as 12 students of a school near Machilipatnam fell ill after consuming mid-day meal on Saturday, officials said. The school, a Christian minority institute, is located in Gundepalli village near in Krishna district. Twelve students complained of vomiting and nausea after consuming their meal. They were immediately taken to Nandigama Government Hospital, said District Medical Officer Y Kameswara Prasad. The students, studying in Classes 3 to 5, are out of danger and their condition is stable now, said Srinivas, a doctor from the hospital. Water and food samples were collected from the school and sent for laboratory analysis, the officials said.",,12,0,1,2017,Krishna Andhra Pradesh,The Indian Express,http://indianexpress.com/article/india/andhra-pradesh-12-students-fall-ill-after-consuming-mid-day-meal-4463801/,English ,
21.5017098,86.9216712,Balasore Odisha,5052,06-12-2018,07-12-2018,Odisha,Balasore,"Twenty-two children of Kharida New Primary School in Odisha's Bhograi block fell ill after having mid-day meals provided by the school on Wednesday. The students were admitted to Kamara hospital to treat symptoms of food poisoning but were later shifted to Gopikishan Bhattar Community Health Centre on Jaleshwar after their condition worsened, reported New Indian Express. chool headmaster while talking to the daily said children were served egg curry and rice in the afternoon. Few minutes after having lunch, some students started vomiting while other complained of a headache and severe stomach ache. Some even suffered from loose motion. eadmaster further said after the lizard was found in the food, it was prepared again and served to the kids. However, the students alleged that they were served the same curry, in which the lizard was found. eanwhile, the doctor who treated the kids said that all the students are stable now and are likely to be discharged soon. According to the government guidelines, the staffer involved in the cooking of the mid-day meals should taste the food before serving it to students. However, this rule is not taken seriously and hardly followed, alleged some guardians.",Lizard,22,0,49,2018,Balasore Odisha,latestly.com,https://www.latestly.com/india/news/lizard-found-in-mid-day-meal-at-odisha-school-22-children-fall-ill-524904.html,English ,
8.5241122,76.9360573,Thiruvananthapuram Kerala,6757,06-06-2022,06-06-2022,Kerala,Thiruvananthapuram,"Two lower primary school students in Thiruvananthapuram were found infected with norovirus, which has vomiting, diarrhoea and fever as symptoms. Norovirus is highly contagious, and can be transmitted through contaminated food, water, and surfaces. ealth department officials said more samples have been sent for examination. Prima facie, it is believed that students got food poisoning from mid-day meals distributed at the schools. ducation Minister V Sivankutty has convened a meeting of officials to discuss what steps should be taken to make mid-day meals safe. In November last year, over a dozen students of a veterinary college in Wayanad had been infected with the virus. orovirus, which infects people across age groups, is a bug similar to the diarrhoea-inducing rotavirus. Disease outbreaks typically occur aboard cruise ships, in nursing homes, dormitories, and other closed spaces.",,2,0,24,2022,Thiruvananthapuram Kerala,The New Indian Express,https://indianexpress.com/article/cities/thiruvananthapuram/two-lower-primary-school-students-test-positive-norovirus-kerala-7954035/,English  ,
